"","Cód Mun. (IBGE)","Município","UF","Região","População","Ano (população IBGE)","IDHM","IDHM (Renda)","IDHM (Educação)"
"327","2201051","Assunção do Piauí","PI","Nordeste","7452","2022","0.499","0.462","0.382"
"328","2201101","Avelino Lopes","PI","Nordeste","10866","2022","0.554","0.532","0.442"
"329","2201309","Barreiras do Piauí","PI","Nordeste","3264","2022","0.557","0.56","0.423"
"330","2201408","Barro Duro","PI","Nordeste","6640","2022","0.612","0.611","0.514"
"331","2201556","Bela Vista do Piauí","PI","Nordeste","4091","2022","0.576","0.52","0.519"
"332","2201572","Belém do Piauí","PI","Nordeste","3423","2022","0.551","0.537","0.448"
"333","2201606","Beneditinos","PI","Nordeste","9873","2022","0.557","0.561","0.394"
"334","2201705","Bertolínia","PI","Nordeste","5562","2022","0.612","0.596","0.507"
"335","2201739","Betânia do Piauí","PI","Nordeste","6220","2022","0.489","0.486","0.342"
"336","2201770","Boa Hora","PI","Nordeste","6902","2022","0.575","0.534","0.46"
"337","2201804","Bocaina","PI","Nordeste","4078","2022","0.632","0.614","0.532"
"338","2201919","Bom Princípio do Piauí","PI","Nordeste","5636","2022","0.532","0.526","0.372"
"339","2201929","Bonfim do Piauí","PI","Nordeste","5913","2022","0.542","0.542","0.415"
"340","2201945","Boqueirão do Piauí","PI","Nordeste","6545","2022","0.56","0.555","0.434"
"341","2201988","Brejo do Piauí","PI","Nordeste","3904","2022","0.515","0.531","0.354"
"342","2202000","Buriti dos Lopes","PI","Nordeste","19654","2022","0.565","0.544","0.452"
"343","2202075","Cajazeiras do Piauí","PI","Nordeste","3108","2022","0.562","0.525","0.449"
"344","2202083","Cajueiro da Praia","PI","Nordeste","7957","2022","0.546","0.551","0.4"
"345","2202091","Caldeirão Grande do Piauí","PI","Nordeste","5503","2022","0.588","0.561","0.486"
"346","2202109","Campinas do Piauí","PI","Nordeste","4937","2022","0.544","0.524","0.397"
"347","2202117","Campo Alegre do Fidalgo","PI","Nordeste","4616","2022","0.537","0.528","0.385"
"348","2202133","Campo Grande do Piauí","PI","Nordeste","6020","2022","0.56","0.545","0.446"
"349","2202174","Campo Largo do Piauí","PI","Nordeste","7419","2022","0.528","0.479","0.401"
"350","2202251","Canavieira","PI","Nordeste","3414","2022","0.583","0.525","0.485"
"351","2202406","Capitão de Campos","PI","Nordeste","11100","2022","0.583","0.552","0.465"
"352","2202455","Capitão Gervásio Oliveira","PI","Nordeste","3974","2022","0.553","0.503","0.464"
"353","2202505","Caracol","PI","Nordeste","10318","2022","0.552","0.533","0.409"
"354","2202539","Caraúbas do Piauí","PI","Nordeste","5630","2022","0.505","0.48","0.347"
"355","2202554","Caridade do Piauí","PI","Nordeste","5033","2022","0.541","0.52","0.426"
"356","2202653","Caxingó","PI","Nordeste","5496","2022","0.488","0.498","0.329"
"357","2202703","Cocal","PI","Nordeste","28212","2022","0.497","0.516","0.334"
"358","2202711","Cocal de Telha","PI","Nordeste","4911","2022","0.555","0.55","0.399"
"359","2202729","Cocal dos Alves","PI","Nordeste","6386","2022","0.498","0.504","0.315"
"360","2202737","Coivaras","PI","Nordeste","4043","2022","0.565","0.543","0.453"
"361","2202752","Colônia do Gurguéia","PI","Nordeste","6150","2022","0.628","0.578","0.55"
"362","2202778","Colônia do Piauí","PI","Nordeste","6991","2022","0.588","0.57","0.462"
"363","2202802","Conceição do Canindé","PI","Nordeste","4932","2022","0.589","0.559","0.482"
"364","2202851","Coronel José Dias","PI","Nordeste","4250","2022","0.546","0.518","0.433"
"365","2203008","Cristalândia do Piauí","PI","Nordeste","7283","2022","0.573","0.521","0.469"
"366","2203107","Cristino Castro","PI","Nordeste","10503","2022","0.566","0.586","0.434"
"367","2203230","Currais","PI","Nordeste","4844","2022","0.542","0.49","0.438"
"368","2203255","Curralinhos","PI","Nordeste","4413","2022","0.555","0.512","0.438"
"369","2203271","Curral Novo do Piauí","PI","Nordeste","5073","2022","0.527","0.506","0.422"
"370","2203354","Dirceu Arcoverde","PI","Nordeste","7054","2022","0.561","0.563","0.436"
"371","2203404","Dom Expedito Lopes","PI","Nordeste","6320","2022","0.601","0.583","0.488"
"372","2203420","Domingos Mourão","PI","Nordeste","4075","2022","0.55","0.547","0.403"
"373","2203453","Dom Inocêncio","PI","Nordeste","9159","2022","0.549","0.498","0.439"
"374","2203602","Eliseu Martins","PI","Nordeste","4377","2022","0.595","0.616","0.462"
"375","2203750","Fartura do Piauí","PI","Nordeste","5284","2022","0.548","0.506","0.441"
"376","2203800","Flores do Piauí","PI","Nordeste","4414","2022","0.547","0.525","0.443"
"377","2203859","Floresta do Piauí","PI","Nordeste","2333","2022","0.538","0.53","0.391"
"378","2204006","Francinópolis","PI","Nordeste","4505","2022","0.564","0.523","0.475"
"379","2204105","Francisco Ayres","PI","Nordeste","4412","2022","0.577","0.565","0.45"
"380","2204154","Francisco Macedo","PI","Nordeste","2929","2022","0.553","0.567","0.425"
"381","2204204","Francisco Santos","PI","Nordeste","8237","2022","0.608","0.598","0.498"
"382","2204303","Fronteiras","PI","Nordeste","10259","2022","0.619","0.621","0.511"
"383","2204352","Geminiano","PI","Nordeste","5445","2022","0.561","0.524","0.446"
"384","2204550","Guaribas","PI","Nordeste","4276","2022","0.508","0.483","0.381"
"385","2204659","Ilha Grande","PI","Nordeste","9274","2022","0.563","0.534","0.472"
"386","2204709","Inhuma","PI","Nordeste","14958","2022","0.624","0.562","0.56"
"387","2204808","Ipiranga do Piauí","PI","Nordeste","9420","2022","0.63","0.56","0.583"
"388","2204907","Isaías Coelho","PI","Nordeste","7774","2022","0.582","0.628","0.41"
"389","2205003","Itainópolis","PI","Nordeste","10790","2022","0.541","0.545","0.401"
"390","2205102","Itaueira","PI","Nordeste","10323","2022","0.583","0.594","0.46"
"391","2205250","Jardim do Mulato","PI","Nordeste","4180","2022","0.593","0.532","0.55"
"392","2205276","Jatobá do Piauí","PI","Nordeste","4494","2022","0.566","0.525","0.442"
"393","2205300","Jerumenha","PI","Nordeste","4497","2022","0.591","0.569","0.461"
"394","2205359","João Costa","PI","Nordeste","2970","2022","0.561","0.51","0.46"
"395","2205409","Joaquim Pires","PI","Nordeste","13886","2022","0.522","0.485","0.384"
"396","2205458","Joca Marques","PI","Nordeste","5394","2022","0.504","0.501","0.353"
"397","2205516","Juazeiro do Piauí","PI","Nordeste","5214","2022","0.57","0.522","0.47"
"398","2205524","Júlio Borges","PI","Nordeste","5388","2022","0.582","0.5","0.508"
"399","2205532","Jurema","PI","Nordeste","4425","2022","0.555","0.511","0.435"
"400","2205557","Lagoa Alegre","PI","Nordeste","8256","2022","0.55","0.538","0.425"
"401","2205565","Lagoa do Barro do Piauí","PI","Nordeste","4995","2022","0.502","0.474","0.358"
"402","2205573","Lagoa de São Francisco","PI","Nordeste","6331","2022","0.529","0.499","0.4"
"403","2205581","Lagoa do Piauí","PI","Nordeste","4810","2022","0.583","0.548","0.464"
"404","2205607","Landri Sales","PI","Nordeste","5213","2022","0.584","0.563","0.48"
"405","2205854","Madeiro","PI","Nordeste","8032","2022","0.563","0.472","0.489"
"406","2205904","Manoel Emídio","PI","Nordeste","5209","2022","0.573","0.534","0.466"
"407","2205953","Marcolândia","PI","Nordeste","8533","2022","0.562","0.578","0.438"
"408","2206001","Marcos Parente","PI","Nordeste","4724","2022","0.59","0.58","0.494"
"409","2206100","Matias Olímpio","PI","Nordeste","10641","2022","0.562","0.521","0.438"
"410","2206308","Miguel Leão","PI","Nordeste","1318","2022","0.623","0.579","0.533"
"411","2206357","Milton Brandão","PI","Nordeste","6542","2022","0.508","0.476","0.357"
"412","2206407","Monsenhor Gil","PI","Nordeste","10255","2022","0.615","0.568","0.524"
"413","2206506","Monsenhor Hipólito","PI","Nordeste","7577","2022","0.561","0.591","0.404"
"414","2206654","Morro Cabeça no Tempo","PI","Nordeste","4377","2022","0.542","0.472","0.435"
"415","2206670","Morro do Chapéu do Piauí","PI","Nordeste","6425","2022","0.55","0.536","0.418"
"416","2206696","Murici dos Portelas","PI","Nordeste","9004","2022","0.53","0.489","0.391"
"417","2206704","Nazaré do Piauí","PI","Nordeste","6665","2022","0.576","0.531","0.51"
"418","2206720","Nazária","PI","Nordeste","10262","2022","0.602","0.546","0.512"
"419","2206753","Nossa Senhora de Nazaré","PI","Nordeste","5228","2022","0.586","0.557","0.462"
"420","2206803","Nossa Senhora dos Remédios","PI","Nordeste","8525","2022","0.533","0.503","0.411"
"421","2206902","Novo Oriente do Piauí","PI","Nordeste","6097","2022","0.562","0.547","0.418"
"422","2206951","Novo Santo Antônio","PI","Nordeste","2827","2022","0.528","0.536","0.392"
"423","2207108","Olho D'Água do Piauí","PI","Nordeste","2637","2022","0.576","0.537","0.477"
"424","2207306","Paes Landim","PI","Nordeste","4088","2022","0.575","0.537","0.492"
"425","2207355","Pajeú do Piauí","PI","Nordeste","3000","2022","0.559","0.56","0.427"
"426","2207405","Palmeira do Piauí","PI","Nordeste","4952","2022","0.557","0.57","0.431"
"427","2207504","Palmeirais","PI","Nordeste","13263","2022","0.562","0.515","0.443"
"428","2207553","Paquetá","PI","Nordeste","3813","2022","0.509","0.519","0.348"
"429","2207603","Parnaguá","PI","Nordeste","10103","2022","0.575","0.526","0.464"
"430","2207751","Passagem Franca do Piauí","PI","Nordeste","4135","2022","0.561","0.594","0.393"
"431","2207777","Patos do Piauí","PI","Nordeste","5425","2022","0.563","0.529","0.448"
"432","2207793","Pau D'Arco do Piauí","PI","Nordeste","3880","2022","0.514","0.488","0.376"
"433","2207850","Pavussu","PI","Nordeste","3628","2022","0.526","0.512","0.379"
"434","2207934","Pedro Laurentino","PI","Nordeste","2458","2022","0.562","0.479","0.496"
"435","2207959","Nova Santa Rita","PI","Nordeste","4076","2022","0.554","0.52","0.425"
"436","2208205","Pio IX","PI","Nordeste","17613","2022","0.564","0.538","0.44"
"437","2208502","Porto","PI","Nordeste","12052","2022","0.549","0.537","0.406"
"438","2208551","Porto Alegre do Piauí","PI","Nordeste","2364","2022","0.563","0.539","0.452"
"439","2208601","Prata do Piauí","PI","Nordeste","3042","2022","0.565","0.527","0.448"
"440","2208650","Queimada Nova","PI","Nordeste","8738","2022","0.515","0.49","0.368"
"441","2208700","Redenção do Gurguéia","PI","Nordeste","8394","2022","0.589","0.557","0.478"
"442","2208858","Riacho Frio","PI","Nordeste","4165","2022","0.541","0.483","0.431"
"443","2208874","Ribeira do Piauí","PI","Nordeste","4055","2022","0.52","0.505","0.368"
"444","2208908","Ribeiro Gonçalves","PI","Nordeste","6164","2022","0.601","0.568","0.485"
"445","2209005","Rio Grande do Piauí","PI","Nordeste","5801","2022","0.572","0.552","0.442"
"446","2209104","Santa Cruz do Piauí","PI","Nordeste","5831","2022","0.601","0.57","0.53"
"447","2209153","Santa Cruz dos Milagres","PI","Nordeste","3435","2022","0.577","0.524","0.509"
"448","2209203","Santa Filomena","PI","Nordeste","6087","2022","0.544","0.53","0.385"
"449","2209302","Santa Luz","PI","Nordeste","5336","2022","0.588","0.539","0.49"
"450","2209351","Santana do Piauí","PI","Nordeste","4125","2022","0.574","0.539","0.476"
"451","2209377","Santa Rosa do Piauí","PI","Nordeste","4650","2022","0.567","0.539","0.483"
"452","2209401","Santo Antônio de Lisboa","PI","Nordeste","5839","2022","0.584","0.597","0.473"
"453","2209450","Santo Antônio dos Milagres","PI","Nordeste","2138","2022","0.619","0.524","0.582"
"454","2209500","Santo Inácio do Piauí","PI","Nordeste","3646","2022","0.613","0.543","0.546"
"455","2209559","São Braz do Piauí","PI","Nordeste","4358","2022","0.596","0.533","0.514"
"456","2209609","São Félix do Piauí","PI","Nordeste","2842","2022","0.61","0.587","0.52"
"457","2209658","São Francisco de Assis do Piauí","PI","Nordeste","5577","2022","0.485","0.462","0.336"
"458","2209708","São Francisco do Piauí","PI","Nordeste","5392","2022","0.57","0.557","0.448"
"459","2209757","São Gonçalo do Gurguéia","PI","Nordeste","2947","2022","0.56","0.572","0.438"
"460","2209807","São Gonçalo do Piauí","PI","Nordeste","4837","2022","0.616","0.538","0.588"
"461","2209856","São João da Canabrava","PI","Nordeste","4242","2022","0.559","0.539","0.446"
"462","2209872","São João da Fronteira","PI","Nordeste","5522","2022","0.515","0.516","0.351"
"463","2209906","São João da Serra","PI","Nordeste","6114","2022","0.582","0.545","0.478"
"464","2209955","São João da Varjota","PI","Nordeste","4383","2022","0.559","0.536","0.46"
"465","2209971","São João do Arraial","PI","Nordeste","8186","2022","0.523","0.496","0.401"
"466","2210052","São José do Divino","PI","Nordeste","4841","2022","0.565","0.529","0.44"
"467","2210102","São José do Peixe","PI","Nordeste","3297","2022","0.573","0.548","0.449"
"468","2210201","São José do Piauí","PI","Nordeste","6597","2022","0.552","0.569","0.423"
"469","2210300","São Julião","PI","Nordeste","6025","2022","0.594","0.593","0.455"
"470","2210359","São Lourenço do Piauí","PI","Nordeste","4410","2022","0.595","0.56","0.499"
"471","2210375","São Luis do Piauí","PI","Nordeste","2309","2022","0.554","0.52","0.433"
"472","2210383","São Miguel da Baixa Grande","PI","Nordeste","2269","2022","0.563","0.557","0.413"
"473","2210391","São Miguel do Fidalgo","PI","Nordeste","2829","2022","0.535","0.505","0.407"
"474","2210623","Sebastião Barros","PI","Nordeste","3202","2022","0.536","0.508","0.394"
"475","2210631","Sebastião Leal","PI","Nordeste","4446","2022","0.562","0.516","0.467"
"476","2210656","Sigefredo Pacheco","PI","Nordeste","9460","2022","0.581","0.518","0.496"
"477","2210706","Simões","PI","Nordeste","14350","2022","0.575","0.56","0.44"
"478","2210904","Socorro do Piauí","PI","Nordeste","4141","2022","0.561","0.513","0.465"
"479","2210938","Sussuapara","PI","Nordeste","6220","2022","0.586","0.563","0.476"
"480","2210953","Tamboril do Piauí","PI","Nordeste","2949","2022","0.501","0.509","0.36"
"481","2210979","Tanque do Piauí","PI","Nordeste","2316","2022","0.579","0.553","0.499"
"482","2211357","Várzea Branca","PI","Nordeste","5055","2022","0.553","0.518","0.44"
"483","2211407","Várzea Grande","PI","Nordeste","4417","2022","0.571","0.554","0.474"
"484","2211506","Vera Mendes","PI","Nordeste","3185","2022","0.503","0.494","0.375"
"485","2211605","Vila Nova do Piauí","PI","Nordeste","2935","2022","0.565","0.559","0.471"
"486","2211704","Wall Ferraz","PI","Nordeste","4059","2022","0.544","0.513","0.443"
"487","2300150","Acarape","CE","Nordeste","14027","2022","0.606","0.559","0.562"
"488","2300408","Aiuaba","CE","Nordeste","14076","2022","0.569","0.518","0.474"
"489","2300507","Alcântaras","CE","Nordeste","11369","2022","0.6","0.549","0.524"
"490","2300903","Apuiarés","CE","Nordeste","12893","2022","0.618","0.536","0.593"
"491","2301208","Aracoiaba","CE","Nordeste","25553","2022","0.615","0.55","0.556"
"492","2301307","Araripe","CE","Nordeste","19783","2022","0.564","0.515","0.459"
"493","2301505","Arneiroz","CE","Nordeste","7429","2022","0.618","0.565","0.564"
"494","2301802","Baixio","CE","Nordeste","5704","2022","0.627","0.563","0.575"
"495","2301851","Banabuiú","CE","Nordeste","17195","2022","0.606","0.54","0.53"
"496","2301950","Barreira","CE","Nordeste","22391","2022","0.616","0.551","0.551"
"497","2302057","Barroquinha","CE","Nordeste","14567","2022","0.571","0.512","0.505"
"498","2302206","Beberibe","CE","Nordeste","53114","2022","0.638","0.585","0.571"
"499","2302305","Bela Cruz","CE","Nordeste","32775","2022","0.623","0.533","0.598"
"500","2303105","Cariré","CE","Nordeste","17632","2022","0.596","0.537","0.526"
"501","2303204","Caririaçu","CE","Nordeste","26320","2022","0.578","0.549","0.483"
"502","2303659","Catunda","CE","Nordeste","10444","2022","0.609","0.537","0.587"
"503","2303931","Choró","CE","Nordeste","12113","2022","0.585","0.493","0.523"
"504","2304004","Coreaú","CE","Nordeste","20952","2022","0.61","0.526","0.568"
"505","2304251","Cruz","CE","Nordeste","29628","2022","0.632","0.573","0.586"
"506","2304269","Deputado Irapuan Pinheiro","CE","Nordeste","8932","2022","0.609","0.542","0.562"
"507","2304277","Ereré","CE","Nordeste","6474","2022","0.61","0.551","0.547"
"508","2304459","Fortim","CE","Nordeste","17294","2022","0.624","0.562","0.588"
"509","2304509","Frecheirinha","CE","Nordeste","15615","2022","0.604","0.551","0.536"
"510","2304608","General Sampaio","CE","Nordeste","6734","2022","0.568","0.548","0.449"
"511","2304657","Graça","CE","Nordeste","13801","2022","0.57","0.514","0.477"
"512","2304806","Granjeiro","CE","Nordeste","4841","2022","0.585","0.533","0.526"
"513","2304905","Groaíras","CE","Nordeste","10910","2022","0.633","0.585","0.598"
